"No.","Time","Source","Destination","Protocol","Length","Info","RTT","Lost Segement","Duplicate ","Retransmission","IDK"
"55","1.398658251","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=105414 Win=212224 Len=0 TSval=1040744872 TSecr=2009618174","0.000014373","","","",""
"56","1.398837560","10.10.3.105","10.10.3.102","MPTCP","22876","46102  >  5201 [ACK] Seq=105414 Ack=1 Win=64256 Len=22784 TSval=2009618174 TSecr=1040744872","","","","",""
"57","1.398854679","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=128198 Win=257792 Len=0 TSval=1040744873 TSecr=2009618174","0.000017119","","","",""
"58","1.398918656","10.10.3.105","10.10.3.102","MPTCP","8636","46102  >  5201 [PSH, ACK] Seq=128198 Ack=1 Win=64256 Len=8544 TSval=2009618174 TSecr=1040744872","","","","",""
"59","1.398930429","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=136742 Win=274944 Len=0 TSval=1040744873 TSecr=2009618174","0.000011773","","","",""
"60","1.399185606","10.10.3.105","10.10.3.102","MPTCP","29996","46102  >  5201 [PSH, ACK] Seq=136742 Ack=1 Win=64256 Len=29904 TSval=2009618174 TSecr=1040744872","","","","",""
"61","1.399204129","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=166646 Win=270592 Len=0 TSval=1040744873 TSecr=2009618174","0.000018523","","","",""
"62","1.399524474","10.10.3.105","10.10.3.102","MPTCP","39964","46102  >  5201 [PSH, ACK] Seq=166646 Ack=1 Win=64256 Len=39872 TSval=2009618174 TSecr=1040744873","","","","",""
"63","1.399545492","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=206518 Win=354688 Len=0 TSval=1040744873 TSecr=2009618174","0.000021018","","","",""
"64","1.399723961","10.10.3.105","10.10.3.102","MPTCP","22876","46102  >  5201 [PSH, ACK] Seq=206518 Ack=1 Win=64256 Len=22784 TSval=2009618175 TSecr=1040744873","","","","",""
"65","1.399740129","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=229302 Win=400256 Len=0 TSval=1040744873 TSecr=2009618175","0.000016168","","","",""
"66","1.400064042","10.10.3.105","10.10.3.102","MPTCP","41388","46102  >  5201 [PSH, ACK] Seq=229302 Ack=1 Win=64256 Len=41296 TSval=2009618175 TSecr=1040744873","","","","",""
"67","1.400093490","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=270598 Win=482816 Len=0 TSval=1040744874 TSecr=2009618175","0.000029448","","","",""
"68","1.400266611","10.10.3.105","10.10.3.102","MPTCP","21452","46102  >  5201 [PSH, ACK] Seq=270598 Ack=1 Win=64256 Len=21360 TSval=2009618175 TSecr=1040744873","","","","",""
"69","1.400282146","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=291958 Win=525568 Len=0 TSval=1040744874 TSecr=2009618175","0.000015535","","","",""
"70","1.400434549","10.10.3.105","10.10.3.102","MPTCP","21452","46102  >  5201 [PSH, ACK] Seq=291958 Ack=1 Win=64256 Len=21360 TSval=2009618175 TSecr=1040744873","","","","",""
"71","1.400449841","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=313318 Win=568320 Len=0 TSval=1040744874 TSecr=2009618175","0.000015292","","","",""
"72","1.400795671","10.10.3.105","10.10.3.102","MPTCP","41388","46102  >  5201 [PSH, ACK] Seq=313318 Ack=1 Win=64256 Len=41296 TSval=2009618175 TSecr=1040744874","","","","",""
"73","1.400816694","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=354614 Win=650880 Len=0 TSval=1040744874 TSecr=2009618175","0.000021023","","","",""
"74","1.401188341","10.10.3.105","10.10.3.102","MPTCP","44236","46102  >  5201 [PSH, ACK] Seq=354614 Ack=1 Win=64256 Len=44144 TSval=2009618176 TSecr=1040744874","","","","",""
"75","1.401211112","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=398758 Win=739200 Len=0 TSval=1040744875 TSecr=2009618176","0.000022771","","","",""
"76","1.401337581","10.10.3.105","10.10.3.102","MPTCP","18604","46102  >  5201 [PSH, ACK] Seq=398758 Ack=1 Win=64256 Len=18512 TSval=2009618176 TSecr=1040744874","","","","",""
"77","1.401352451","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=417270 Win=776192 Len=0 TSval=1040744875 TSecr=2009618176","0.000014870","","","",""
"78","1.401728134","10.10.3.105","10.10.3.102","MPTCP","45660","46102  >  5201 [PSH, ACK] Seq=417270 Ack=1 Win=64256 Len=45568 TSval=2009618177 TSecr=1040744875","","","","",""
"79","1.401749971","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=462838 Win=867328 Len=0 TSval=1040744875 TSecr=2009618177","0.000021837","","","",""
"80","1.401870521","10.10.3.105","10.10.3.102","MPTCP","17180","46102  >  5201 [PSH, ACK] Seq=462838 Ack=1 Win=64256 Len=17088 TSval=2009618177 TSecr=1040744875","","","","",""
"81","1.401884215","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=479926 Win=901504 Len=0 TSval=1040744876 TSecr=2009618177","0.000013694","","","",""
"82","1.402147503","10.10.3.105","10.10.3.102","MPTCP","31420","46102  >  5201 [PSH, ACK] Seq=479926 Ack=1 Win=64256 Len=31328 TSval=2009618177 TSecr=1040744875","","","","",""
"83","1.402168192","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=511254 Win=964096 Len=0 TSval=1040744876 TSecr=2009618177","0.000020689","","","",""
"84","1.402427881","10.10.3.105","10.10.3.102","MPTCP","31420","46102  >  5201 [PSH, ACK] Seq=511254 Ack=1 Win=64256 Len=31328 TSval=2009618177 TSecr=1040744875","","","","",""
"85","1.402446930","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=542582 Win=1026816 Len=0 TSval=1040744876 TSecr=2009618177","0.000019049","","","",""
"86","1.402708976","10.10.3.105","10.10.3.102","MPTCP","34268","46102  >  5201 [PSH, ACK] Seq=542582 Ack=1 Win=64256 Len=34176 TSval=2009618177 TSecr=1040744876","","","","",""
"87","1.402728367","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=576758 Win=1095168 Len=0 TSval=1040744876 TSecr=2009618177","0.000019391","","","",""
"88","1.402829031","10.10.3.105","10.10.3.102","MPTCP","14332","46102  >  5201 [ACK] Seq=576758 Ack=1 Win=64256 Len=14240 TSval=2009618178 TSecr=1040744876","","","","",""
"89","1.402845110","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=590998 Win=1123584 Len=0 TSval=1040744877 TSecr=2009618178","0.000016079","","","",""
"90","1.402960999","10.10.3.105","10.10.3.102","MPTCP","14332","46102  >  5201 [PSH, ACK] Seq=590998 Ack=1 Win=64256 Len=14240 TSval=2009618178 TSecr=1040744876","","","","",""
"91","1.402974886","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=605238 Win=1152128 Len=0 TSval=1040744877 TSecr=2009618178","0.000013887","","","",""
"92","1.403292347","10.10.3.105","10.10.3.102","MPTCP","37116","46102  >  5201 [PSH, ACK] Seq=605238 Ack=1 Win=64256 Len=37024 TSval=2009618178 TSecr=1040744876","","","","",""
"93","1.403312023","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=642262 Win=1226112 Len=0 TSval=1040744877 TSecr=2009618178","0.000019676","","","",""
"94","1.403493330","10.10.3.105","10.10.3.102","MPTCP","25724","46102  >  5201 [PSH, ACK] Seq=642262 Ack=1 Win=64256 Len=25632 TSval=2009618178 TSecr=1040744876","","","","",""
"95","1.403509946","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=667894 Win=1277440 Len=0 TSval=1040744877 TSecr=2009618178","0.000016616","","","",""
"96","1.403855323","10.10.3.105","10.10.3.102","MPTCP","41388","46102  >  5201 [PSH, ACK] Seq=667894 Ack=1 Win=64256 Len=41296 TSval=2009618178 TSecr=1040744877","","","","",""
"97","1.403876293","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=709190 Win=1360000 Len=0 TSval=1040744878 TSecr=2009618178","0.000020970","","","",""
"98","1.404056285","10.10.3.105","10.10.3.102","MPTCP","21452","46102  >  5201 [PSH, ACK] Seq=709190 Ack=1 Win=64256 Len=21360 TSval=2009618179 TSecr=1040744877","","","","",""
"99","1.404071974","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=730550 Win=1402752 Len=0 TSval=1040744878 TSecr=2009618179","0.000015689","","","",""
"100","1.404417534","10.10.3.105","10.10.3.102","MPTCP","44236","46102  >  5201 [PSH, ACK] Seq=730550 Ack=1 Win=64256 Len=44144 TSval=2009618179 TSecr=1040744877","","","","",""
"101","1.404442782","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=774694 Win=1491072 Len=0 TSval=1040744878 TSecr=2009618179","0.000025248","","","",""
"102","1.404593156","10.10.3.105","10.10.3.102","MPTCP","18604","46102  >  5201 [PSH, ACK] Seq=774694 Ack=1 Win=64256 Len=18512 TSval=2009618179 TSecr=1040744878","","","","",""
"103","1.404608649","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=793206 Win=1528064 Len=0 TSval=1040744878 TSecr=2009618179","0.000015493","","","",""
"104","1.404983309","10.10.3.105","10.10.3.102","MPTCP","47084","46102  >  5201 [PSH, ACK] Seq=793206 Ack=1 Win=64256 Len=46992 TSval=2009618179 TSecr=1040744878","","","","",""
"105","1.405005437","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=840198 Win=1622016 Len=0 TSval=1040744879 TSecr=2009618179","0.000022128","","","",""
"106","1.405128317","10.10.3.105","10.10.3.102","MPTCP","15756","46102  >  5201 [PSH, ACK] Seq=840198 Ack=1 Win=64256 Len=15664 TSval=2009618180 TSecr=1040744878","","","","",""
"107","1.405142879","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=855862 Win=1653376 Len=0 TSval=1040744879 TSecr=2009618180","0.000014562","","","",""
"108","1.405569180","10.10.3.105","10.10.3.102","MPTCP","49932","46102  >  5201 [PSH, ACK] Seq=855862 Ack=1 Win=64256 Len=49840 TSval=2009618180 TSecr=1040744878","","","","",""
"109","1.405592083","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=905702 Win=1753088 Len=0 TSval=1040744879 TSecr=2009618180","0.000022903","","","",""
"110","1.405659709","10.10.3.105","10.10.3.102","MPTCP","12908","46102  >  5201 [PSH, ACK] Seq=905702 Ack=1 Win=64256 Len=12816 TSval=2009618180 TSecr=1040744879","","","","",""
"111","1.405671951","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=918518 Win=1778688 Len=0 TSval=1040744879 TSecr=2009618180","0.000012242","","","",""
"112","1.406129822","10.10.3.105","10.10.3.102","MPTCP","52780","46102  >  5201 [PSH, ACK] Seq=918518 Ack=1 Win=64256 Len=52688 TSval=2009618181 TSecr=1040744879","","","","",""
"113","1.406154078","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=971206 Win=1884032 Len=0 TSval=1040744880 TSecr=2009618181","0.000024256","","","",""
"114","1.406220106","10.10.3.105","10.10.3.102","MPTCP","10060","46102  >  5201 [PSH, ACK] Seq=971206 Ack=1 Win=64256 Len=9968 TSval=2009618181 TSecr=1040744879","","","","",""
"115","1.406231470","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=981174 Win=1904000 Len=0 TSval=1040744880 TSecr=2009618181","0.000011364","","","",""
"116","1.406575780","10.10.3.105","10.10.3.102","MPTCP","42812","46102  >  5201 [PSH, ACK] Seq=981174 Ack=1 Win=64256 Len=42720 TSval=2009618181 TSecr=1040744879","","","","",""
"117","1.406598515","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=1023894 Win=1989376 Len=0 TSval=1040744880 TSecr=2009618181","0.000022735","","","",""
"118","1.406751852","10.10.3.105","10.10.3.102","MPTCP","20028","46102  >  5201 [PSH, ACK] Seq=1023894 Ack=1 Win=64256 Len=19936 TSval=2009618182 TSecr=1040744880","","","","",""
"119","1.406768182","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=1043830 Win=2029312 Len=0 TSval=1040744880 TSecr=2009618182","0.000016330","","","",""
"120","1.406836561","10.10.3.105","10.10.3.102","MPTCP","10060","46102  >  5201 [ACK] Seq=1043830 Ack=1 Win=64256 Len=9968 TSval=2009618182 TSecr=1040744880","","","","",""
"121","1.406848584","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=1053798 Win=2049280 Len=0 TSval=1040744881 TSecr=2009618182","0.000012023","","","",""
"122","1.407166005","10.10.3.105","10.10.3.102","MPTCP","38540","46102  >  5201 [PSH, ACK] Seq=1053798 Ack=1 Win=64256 Len=38448 TSval=2009618182 TSecr=1040744880","","","","",""
"123","1.407186455","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=1092246 Win=2126080 Len=0 TSval=1040744881 TSecr=2009618182","0.000020450","","","",""
"124","1.407303464","10.10.3.105","10.10.3.102","MPTCP","14332","46102  >  5201 [PSH, ACK] Seq=1092246 Ack=1 Win=64256 Len=14240 TSval=2009618182 TSecr=1040744880","","","","",""
"125","1.407316411","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=1106486 Win=2154624 Len=0 TSval=1040744881 TSecr=2009618182","0.000012947","","","",""
"126","1.407639273","10.10.3.105","10.10.3.102","MPTCP","41388","46102  >  5201 [PSH, ACK] Seq=1106486 Ack=1 Win=64256 Len=41296 TSval=2009618182 TSecr=1040744880","","","","",""
"127","1.407660224","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=1147782 Win=2237184 Len=0 TSval=1040744881 TSecr=2009618182","0.000020951","","","",""
"128","1.407837312","10.10.3.105","10.10.3.102","MPTCP","21452","46102  >  5201 [PSH, ACK] Seq=1147782 Ack=1 Win=64256 Len=21360 TSval=2009618182 TSecr=1040744880","","","","",""
"129","1.407852644","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=1169142 Win=2279936 Len=0 TSval=1040744882 TSecr=2009618182","0.000015332","","","",""
"130","1.408280902","10.10.3.105","10.10.3.102","MPTCP","51356","46102  >  5201 [PSH, ACK] Seq=1169142 Ack=1 Win=64256 Len=51264 TSval=2009618183 TSecr=1040744881","","","","",""
"131","1.408304091","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=1220406 Win=2271872 Len=0 TSval=1040744882 TSecr=2009618183","0.000023189","","","",""
"132","1.408370664","10.10.3.105","10.10.3.102","MPTCP","11484","46102  >  5201 [PSH, ACK] Seq=1220406 Ack=1 Win=64256 Len=11392 TSval=2009618183 TSecr=1040744881","","","","",""
"133","1.408384655","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=1231798 Win=2298880 Len=0 TSval=1040744882 TSecr=2009618183","0.000013991","","","",""
"134","1.408781874","10.10.3.105","10.10.3.102","MPTCP","47084","46102  >  5201 [PSH, ACK] Seq=1231798 Ack=1 Win=64256 Len=46992 TSval=2009618183 TSecr=1040744881","","","","",""
"135","1.408806913","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=1278790 Win=2274816 Len=0 TSval=1040744882 TSecr=2009618183","0.000025039","","","",""
"136","1.408907437","10.10.3.105","10.10.3.102","MPTCP","15756","46102  >  5201 [PSH, ACK] Seq=1278790 Ack=1 Win=64256 Len=15664 TSval=2009618183 TSecr=1040744882","","","","",""
"137","1.408922229","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=1294454 Win=2296064 Len=0 TSval=1040744883 TSecr=2009618183","0.000014792","","","",""
"138","1.409429152","10.10.3.105","10.10.3.102","MPTCP","59900","46102  >  5201 [PSH, ACK] Seq=1294454 Ack=1 Win=64256 Len=59808 TSval=2009618184 TSecr=1040744882","","","","",""
"139","1.409455919","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=1354262 Win=2265984 Len=0 TSval=1040744883 TSecr=2009618184","0.000026767","","","",""
"140","1.409470709","10.10.3.105","10.10.3.102","MPTCP","2940","46102  >  5201 [PSH, ACK] Seq=1354262 Ack=1 Win=64256 Len=2848 TSval=2009618184 TSecr=1040744882","","","","",""
"141","1.409480236","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=1357110 Win=2263936 Len=0 TSval=1040744883 TSecr=2009618184","0.000009527","","","",""
"142","1.409961717","10.10.3.105","10.10.3.102","MPTCP","58476","46102  >  5201 [PSH, ACK] Seq=1357110 Ack=1 Win=64256 Len=58384 TSval=2009618184 TSecr=1040744882","","","","",""
"143","1.409987580","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=1415494 Win=2267008 Len=0 TSval=1040744884 TSecr=2009618184","0.000025863","","","",""
"144","1.409997622","10.10.3.105","10.10.3.102","MPTCP","4364","46102  >  5201 [PSH, ACK] Seq=1415494 Ack=1 Win=64256 Len=4272 TSval=2009618184 TSecr=1040744883","","","","",""
"145","1.410007393","10.10.3.102","10.10.3.105","MPTCP","80","5201  >  46102 [ACK] Seq=1 Ack=1419766 Win=2263936 Len=0 TSval=1040744884 TSecr=2009618184","0.000009771","","","",""
